CustomerID,Churn,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,Retired,HasPartner,HasDependents,Education,Gender,DeviceProtection,HasPhoneService,InternetServiceCategory,MultipleLines,OnlineBackup,OnlineSecurity,StreamingMovies,StreamingTelevision,TechnicalSupport
Cust1977,No,97.25,05-01-2012,567.5,09-Jul-11,No,One year,Mailed check,0,1,1,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust1978,No,501.5,05-01-2012,22419.75,25-Apr-08,Yes,One year,Electronic check,0,2,2,Masters,Female,4,1,3,4,7,7,7,7,4
Cust1979,No,201.75,05-01-2012,5935.25,19-Jul-09,Yes,One year,Credit card (automatic),0,2,2,ProfessionalQalification,Female,4,0,2,6,4,4,7,4,7
Cust1980,No,102.0,05-01-2012,7072.25,03-Sep-06,Yes,Two year,Credit card (automatic),0,1,2,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust1981,No,251.75,05-01-2012,5494.25,16-Mar-10,Yes,Month-to-month,Electronic check,0,2,2,Masters,Female,4,0,2,6,7,4,7,7,4
Cust1982,No,126.25,05-01-2012,509.5,07-Sep-11,No,Month-to-month,Mailed check,0,2,2,Masters,Male,5,1,4,7,5,5,5,5,5
Cust1983,Yes,358.25,05-01-2012,358.25,06-Dec-11,Yes,Month-to-month,Electronic check,1,2,2,Graduation,Male,4,1,3,4,4,4,4,4,4
Cust1984,No,449.25,05-01-2012,33486.75,05-Feb-06,Yes,Two year,Bank transfer (automatic),1,1,2,Graduation,Female,7,1,2,7,7,7,7,7,7
Cust1985,Yes,415.0,05-01-2012,28429.0,05-Jun-06,Yes,One year,Electronic check,0,1,1,Highschool or below,Female,4,1,3,7,4,4,4,7,4
Cust1986,No,296.0,05-01-2012,5956.0,15-May-10,No,Month-to-month,Bank transfer (automatic),0,2,2,Graduation,Male,4,1,2,7,4,7,4,4,7
Cust1987,Yes,469.5,05-01-2012,32895.25,06-Apr-06,No,Two year,Bank transfer (automatic),0,1,1,Graduation,Female,7,1,3,7,7,7,4,4,7
Cust1988,No,479.5,05-01-2012,11174.75,16-Mar-10,No,Month-to-month,Credit card (automatic),0,1,2,ProfessionalQalification,Male,4,1,3,7,4,7,4,7,7
Cust1989,Yes,492.5,05-01-2012,5291.25,11-Mar-11,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Female,4,1,3,7,4,4,7,7,7
Cust1990,No,377.0,05-01-2012,19327.25,28-Sep-07,Yes,One year,Mailed check,0,1,2,Highschool or below,Male,4,1,2,4,7,7,7,7,4
Cust1991,No,386.75,05-01-2012,26981.25,05-Feb-06,No,Two year,Credit card (automatic),1,1,2,Graduation,Male,7,1,2,7,7,4,4,7,7
Cust1992,No,546.0,05-01-2012,38557.25,05-Feb-06,Yes,Two year,Bank transfer (automatic),0,1,1,Graduation,Female,7,1,3,7,7,4,7,7,7
Cust1993,No,453.5,05-01-2012,6874.5,12-Sep-10,No,Month-to-month,Electronic check,0,1,2,ProfessionalQalification,Female,7,1,3,7,7,7,4,4,4
Cust1994,No,95.0,05-01-2012,394.5,07-Sep-11,No,Month-to-month,Mailed check,0,2,2,Masters,Male,5,1,4,4,5,5,5,5,5
Cust1995,No,481.75,05-01-2012,15951.25,21-Mar-09,Yes,Month-to-month,Electronic check,1,2,2,Masters,Female,4,1,3,7,7,4,4,7,7
Cust1996,Yes,299.5,05-01-2012,14083.25,26-Mar-08,Yes,One year,Bank transfer (automatic),1,1,2,Highschool or below,Male,7,0,2,6,7,4,7,7,7
Cust1997,No,100.25,05-01-2012,4226.25,25-May-08,No,Two year,Mailed check,0,2,2,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust1998,No,347.25,05-01-2012,8070.25,15-Jan-10,Yes,Month-to-month,Bank transfer (automatic),0,1,2,Graduation,Female,4,1,2,4,7,4,7,7,4
Cust1999,No,506.5,05-01-2012,8973.25,14-Jul-10,No,Month-to-month,Credit card (automatic),0,2,2,Highschool or below,Male,7,1,3,4,7,4,7,7,4
Cust2000,No,148.75,05-01-2012,3953.5,17-Sep-09,Yes,Month-to-month,Mailed check,0,2,2,ProfessionalQalification,Female,7,0,2,6,4,4,4,4,4
Cust2001,No,225.0,05-01-2012,6143.25,18-Aug-09,Yes,Month-to-month,Electronic check,1,1,2,Graduation,Female,7,0,2,6,4,7,7,4,4
Cust2002,No,280.75,05-01-2012,14494.75,28-Oct-07,Yes,One year,Electronic check,0,1,1,Highschool or below,Female,7,0,2,6,4,4,7,7,7
Cust2003,No,98.0,05-01-2012,625.0,10-May-11,No,Two year,Credit card (automatic),0,1,1,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust2004,No,515.75,05-01-2012,35156.5,04-Aug-06,Yes,One year,Bank transfer (automatic),0,1,1,Masters,Male,7,1,3,4,7,7,7,7,4
Cust2005,No,104.25,05-01-2012,303.25,07-Oct-11,No,Month-to-month,Mailed check,0,2,1,Masters,Male,5,1,4,4,5,5,5,5,5
Cust2006,No,415.75,05-01-2012,14242.25,19-Feb-09,No,Month-to-month,Electronic check,0,2,2,Graduation,Male,4,1,3,7,4,4,4,7,4
Cust2007,Yes,226.5,05-01-2012,226.5,06-Dec-11,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Female,4,1,2,4,4,4,4,4,4
Cust2008,No,103.25,05-01-2012,779.5,09-Jun-11,No,Month-to-month,Mailed check,0,2,2,ProfessionalQalification,Female,5,1,4,4,5,5,5,5,5
Cust2009,Yes,475.5,05-01-2012,1537.0,07-Oct-11,Yes,Month-to-month,Electronic check,0,2,2,Graduation,Female,4,1,3,4,7,4,7,7,4
Cust2010,No,314.0,05-01-2012,2091.5,09-Jun-11,No,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Female,7,1,2,4,4,4,7,4,7
Cust2011,No,99.0,05-01-2012,3038.5,20-May-09,No,One year,Mailed check,0,2,2,ProfessionalQalification,Male,5,1,4,4,5,5,5,5,5
Cust2012,No,466.0,05-01-2012,10786.5,16-Mar-10,Yes,Month-to-month,Mailed check,0,2,2,Masters,Male,4,1,3,4,7,4,7,7,4
Cust2013,No,100.75,05-01-2012,4130.0,22-Oct-08,No,Two year,Mailed check,0,2,2,ProfessionalQalification,Female,5,1,4,4,5,5,5,5,5
Cust2014,No,249.75,05-01-2012,535.5,06-Nov-11,No,Month-to-month,Mailed check,1,2,2,Masters,Male,7,1,2,4,4,4,4,4,4
Cust2015,No,373.75,05-01-2012,10556.5,19-Jul-09,Yes,Month-to-month,Electronic check,1,2,2,ProfessionalQalification,Male,4,1,2,4,7,7,7,7,4
Cust2016,No,175.0,05-01-2012,8912.0,27-Nov-07,Yes,Month-to-month,Mailed check,0,2,2,Masters,Male,4,0,2,6,7,7,4,4,4
Cust2017,Yes,230.0,05-01-2012,1108.5,08-Aug-11,No,Month-to-month,Mailed check,0,2,1,ProfessionalQalification,Female,4,1,2,4,4,4,4,4,4
Cust2018,No,98.25,05-01-2012,3544.0,19-Feb-09,No,One year,Mailed check,0,1,1,ProfessionalQalification,Female,5,1,4,4,5,5,5,5,5
Cust2019,No,394.0,05-01-2012,17987.5,25-Apr-08,No,One year,Bank transfer (automatic),0,1,2,ProfessionalQalification,Male,7,1,2,4,7,7,7,7,4
Cust2020,No,100.0,05-01-2012,4399.0,23-Aug-08,Yes,Two year,Mailed check,0,1,1,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust2021,No,310.75,05-01-2012,18894.25,01-Jan-07,Yes,Two year,Mailed check,0,1,2,Highschool or below,Male,7,0,2,6,4,7,7,7,7
Cust2022,No,470.5,05-01-2012,14022.25,19-Jul-09,Yes,Month-to-month,Credit card (automatic),0,1,2,Graduation,Female,4,1,3,7,7,4,4,7,7
Cust2023,No,254.75,05-01-2012,13053.25,28-Sep-07,Yes,One year,Bank transfer (automatic),0,1,1,Graduation,Female,7,1,2,4,4,4,4,4,4
Cust2024,No,525.5,05-01-2012,33159.25,03-Sep-06,No,Two year,Credit card (automatic),0,2,2,Graduation,Male,7,1,3,7,7,4,7,7,4
Cust2025,No,503.0,05-01-2012,28058.5,01-May-07,Yes,Month-to-month,Electronic check,0,1,1,Graduation,Female,4,1,3,7,7,4,7,7,4
Cust2026,No,317.75,05-01-2012,6909.0,16-Mar-10,Yes,Month-to-month,Mailed check,1,1,2,Graduation,Female,4,1,2,7,7,7,4,4,7
Cust2027,No,130.0,05-01-2012,8193.5,02-Dec-06,No,Two year,Bank transfer (automatic),0,2,1,Masters,Female,5,1,4,7,5,5,5,5,5
Cust2028,No,103.0,05-01-2012,6430.0,02-Mar-07,No,Two year,Mailed check,0,1,1,Masters,Female,5,1,4,4,5,5,5,5,5
Cust2029,Yes,366.25,05-01-2012,655.25,06-Nov-11,Yes,Month-to-month,Credit card (automatic),0,2,2,Masters,Male,4,1,3,7,4,4,4,4,4
Cust2030,Yes,374.5,05-01-2012,735.75,06-Nov-11,No,Month-to-month,Credit card (automatic),0,2,2,Masters,Female,4,1,3,7,4,4,4,4,4
Cust2031,No,430.5,05-01-2012,17758.25,24-Jun-08,Yes,Month-to-month,Credit card (automatic),0,1,2,Highschool or below,Male,7,1,3,4,7,7,4,4,4
Cust2032,No,98.25,05-01-2012,1790.75,14-Jun-10,No,Two year,Mailed check,0,2,2,ProfessionalQalification,Male,5,1,4,4,5,5,5,5,5
Cust2033,No,247.5,05-01-2012,1563.5,09-Jul-11,Yes,Month-to-month,Credit card (automatic),0,2,2,ProfessionalQalification,Male,4,1,2,4,4,4,4,4,7
Cust2034,No,100.0,05-01-2012,1887.75,14-Jun-10,Yes,Month-to-month,Electronic check,0,2,1,Masters,Male,5,1,4,4,5,5,5,5,5
Cust2035,No,103.5,05-01-2012,563.75,09-Jul-11,No,Month-to-month,Mailed check,0,2,2,Masters,Female,5,1,4,4,5,5,5,5,5
Cust2036,No,574.5,05-01-2012,39217.75,05-Jun-06,No,Two year,Bank transfer (automatic),0,1,2,Graduation,Female,7,1,3,7,7,7,7,7,7
Cust2037,No,393.75,05-01-2012,18412.25,26-Jan-08,Yes,One year,Credit card (automatic),0,2,1,ProfessionalQalification,Male,7,1,2,7,4,7,7,7,4
Cust2038,Yes,454.25,05-01-2012,15933.5,20-Jan-09,Yes,Month-to-month,Electronic check,1,2,2,Graduation,Male,4,1,3,7,4,7,4,7,4
Cust2039,No,453.25,05-01-2012,19411.5,24-Jun-08,Yes,One year,Credit card (automatic),0,2,2,Masters,Male,7,1,3,4,7,7,4,4,7
Cust2040,No,373.25,05-01-2012,15453.25,23-Aug-08,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Graduation,Female,7,1,2,7,4,7,7,4,7
Cust2041,No,345.25,05-01-2012,3269.75,10-Apr-11,Yes,Month-to-month,Credit card (automatic),0,1,2,Highschool or below,Male,7,1,2,7,7,4,7,4,4
Cust2042,Yes,475.5,05-01-2012,901.25,06-Nov-11,Yes,Month-to-month,Credit card (automatic),1,2,2,Highschool or below,Male,7,1,3,4,7,4,7,4,7
Cust2043,No,332.0,05-01-2012,10099.0,19-Jun-09,Yes,Month-to-month,Credit card (automatic),0,1,2,Graduation,Male,7,1,2,4,4,4,7,4,7
Cust2044,No,99.0,05-01-2012,6893.75,06-Apr-06,No,Two year,Bank transfer (automatic),0,1,1,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust2045,No,523.0,05-01-2012,10902.75,16-Mar-10,Yes,Month-to-month,Electronic check,0,1,2,Masters,Male,4,1,3,4,7,7,7,7,7
Cust2046,No,98.75,05-01-2012,4497.25,23-Aug-08,Yes,Two year,Electronic check,0,1,2,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust2047,No,484.5,05-01-2012,10427.25,14-Feb-10,Yes,Month-to-month,Credit card (automatic),0,2,2,ProfessionalQalification,Male,7,1,3,7,4,4,4,7,7
Cust2048,No,96.5,05-01-2012,2431.0,14-Feb-10,No,One year,Credit card (automatic),0,1,2,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust2049,No,273.0,05-01-2012,6211.25,15-Jan-10,No,One year,Bank transfer (automatic),0,2,2,Masters,Male,4,1,2,7,4,4,4,4,7
Cust2050,No,268.25,05-01-2012,6777.25,16-Dec-09,No,One year,Mailed check,0,1,1,ProfessionalQalification,Male,7,1,2,4,7,4,4,4,4
Cust2051,No,99.0,05-01-2012,3630.5,21-Dec-08,No,Two year,Bank transfer (automatic),0,1,1,Masters,Male,5,1,4,4,5,5,5,5,5
Cust2052,No,120.0,05-01-2012,1348.25,10-Jan-11,Yes,Two year,Bank transfer (automatic),0,1,1,Graduation,Male,5,1,4,7,5,5,5,5,5
Cust2053,No,100.5,05-01-2012,1480.75,12-Sep-10,No,One year,Mailed check,0,2,2,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust2054,No,101.0,05-01-2012,3422.0,19-Feb-09,Yes,Two year,Mailed check,0,2,2,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust2055,No,337.0,05-01-2012,16534.25,27-Dec-07,No,Two year,Bank transfer (automatic),0,2,2,Graduation,Female,7,1,2,4,7,7,4,4,7
Cust2056,No,506.5,05-01-2012,36306.25,05-Feb-06,Yes,Two year,Bank transfer (automatic),0,2,2,ProfessionalQalification,Female,7,1,3,7,7,7,4,7,4
Cust2057,No,97.5,05-01-2012,4026.0,21-Dec-08,No,Month-to-month,Bank transfer (automatic),0,1,2,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust2058,No,99.25,05-01-2012,965.25,11-Mar-11,Yes,Month-to-month,Mailed check,0,2,2,Masters,Male,5,1,4,4,5,5,5,5,5
Cust2059,No,173.0,05-01-2012,4067.25,14-Feb-10,No,Two year,Mailed check,0,1,1,Masters,Female,4,0,2,6,4,7,4,4,7
Cust2060,No,485.25,05-01-2012,23464.75,26-Jan-08,Yes,One year,Electronic check,0,1,2,Graduation,Female,7,1,3,4,7,4,7,7,4
Cust2061,No,350.25,05-01-2012,15312.25,25-Apr-08,Yes,Month-to-month,Electronic check,1,2,2,Highschool or below,Female,4,1,2,7,4,7,7,4,7
Cust2062,No,97.75,05-01-2012,97.75,06-Dec-11,No,Month-to-month,Mailed check,0,2,2,ProfessionalQalification,Male,5,1,4,4,5,5,5,5,5
Cust2063,No,496.25,05-01-2012,29233.25,01-Apr-07,No,One year,Credit card (automatic),0,1,1,ProfessionalQalification,Female,4,1,3,4,7,7,7,7,4
Cust2064,Yes,394.25,05-01-2012,1464.0,07-Sep-11,Yes,Month-to-month,Electronic check,1,2,2,Graduation,Female,4,1,3,4,4,4,4,7,4
Cust2065,No,403.0,05-01-2012,21499.75,30-Jul-07,No,Two year,Electronic check,0,2,2,Highschool or below,Female,7,1,2,4,4,7,7,7,7
Cust2066,No,504.5,05-01-2012,27760.25,30-Jun-07,Yes,One year,Mailed check,0,2,2,ProfessionalQalification,Male,4,1,3,4,7,7,7,7,4
Cust2067,Yes,97.0,05-01-2012,1446.5,12-Oct-10,No,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust2068,No,100.0,05-01-2012,2082.25,15-May-10,Yes,One year,Mailed check,0,1,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust2069,No,126.75,05-01-2012,9237.75,07-Mar-06,No,Two year,Credit card (automatic),0,1,1,Graduation,Male,5,1,4,7,5,5,5,5,5
Cust2070,No,98.25,05-01-2012,4607.75,25-Feb-08,No,Two year,Bank transfer (automatic),0,1,2,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust2071,No,400.5,05-01-2012,1992.75,08-Aug-11,Yes,Month-to-month,Mailed check,0,2,2,Graduation,Male,4,1,3,4,4,4,4,7,4
Cust2072,No,401.25,05-01-2012,17195.0,23-Aug-08,Yes,Month-to-month,Electronic check,0,1,2,Graduation,Male,4,1,3,7,7,4,4,4,4
Cust2073,No,331.25,05-01-2012,16650.5,28-Sep-07,No,Two year,Credit card (automatic),0,1,2,Highschool or below,Female,7,0,2,6,7,7,7,7,7
Cust2074,No,532.0,05-01-2012,36259.5,06-May-06,Yes,One year,Credit card (automatic),0,1,2,ProfessionalQalification,Female,4,1,3,4,7,7,7,7,7
Cust2075,No,421.5,05-01-2012,26445.25,03-Oct-06,Yes,One year,Credit card (automatic),0,2,2,ProfessionalQalification,Male,4,1,3,7,7,7,4,4,4
Cust2076,No,445.75,05-01-2012,2066.25,08-Aug-11,Yes,Month-to-month,Electronic check,0,1,2,Graduation,Male,4,1,3,7,4,7,7,4,4
Cust2077,No,193.0,05-01-2012,11727.75,02-Dec-06,Yes,Two year,Credit card (automatic),0,1,2,Graduation,Male,4,0,2,6,7,7,4,4,7
Cust2078,No,349.75,05-01-2012,2813.5,10-May-11,Yes,Month-to-month,Credit card (automatic),1,2,2,Highschool or below,Male,4,1,3,4,4,4,4,4,4
Cust2079,No,348.5,05-01-2012,2580.75,09-Jun-11,No,Month-to-month,Credit card (automatic),0,1,1,Masters,Male,4,1,2,4,4,7,7,7,4
Cust2081,No,354.5,05-01-2012,23385.5,05-Jul-06,No,Two year,Credit card (automatic),0,1,2,Masters,Male,7,1,2,7,7,7,4,4,7
Cust2082,No,123.5,05-01-2012,2335.75,15-Apr-10,No,Month-to-month,Mailed check,0,2,1,Highschool or below,Male,5,1,4,7,5,5,5,5,5
Cust2083,No,122.25,05-01-2012,8408.0,07-Mar-06,Yes,Two year,Credit card (automatic),0,1,2,Highschool or below,Female,5,1,4,7,5,5,5,5,5
Cust2084,Yes,231.0,05-01-2012,231.0,06-Dec-11,No,Month-to-month,Credit card (automatic),0,2,2,Highschool or below,Male,4,1,2,4,4,4,4,4,4
Cust2085,No,547.75,05-01-2012,30594.75,30-Jul-07,No,Month-to-month,Electronic check,0,1,2,ProfessionalQalification,Male,7,1,3,7,7,7,7,7,4
Cust2086,Yes,372.0,05-01-2012,1079.0,07-Oct-11,No,Month-to-month,Bank transfer (automatic),0,2,2,ProfessionalQalification,Female,4,1,3,7,4,4,4,4,4
Cust2087,No,248.5,05-01-2012,14807.0,01-Jan-07,Yes,One year,Bank transfer (automatic),0,1,1,Masters,Female,4,1,2,4,4,7,4,4,4
Cust2088,No,440.5,05-01-2012,27633.75,01-Jan-07,No,Two year,Mailed check,0,1,1,Graduation,Female,7,1,2,7,7,7,7,7,7
Cust2089,No,522.25,05-01-2012,27406.25,28-Sep-07,Yes,One year,Bank transfer (automatic),1,1,2,Highschool or below,Male,7,1,3,4,4,7,7,7,7
Cust2090,No,253.25,05-01-2012,9527.0,22-Oct-08,Yes,Month-to-month,Credit card (automatic),0,2,2,ProfessionalQalification,Female,7,0,2,6,4,4,7,7,4
Cust2091,Yes,532.5,05-01-2012,36744.0,06-May-06,Yes,Two year,Bank transfer (automatic),0,2,2,Highschool or below,Male,7,1,3,7,4,4,7,7,7
Cust2092,No,563.0,05-01-2012,40633.25,05-Feb-06,Yes,Two year,Credit card (automatic),0,1,1,ProfessionalQalification,Male,7,1,3,7,7,7,7,7,7
Cust2093,No,101.25,05-01-2012,4073.75,21-Nov-08,Yes,One year,Credit card (automatic),0,1,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust2094,No,97.25,05-01-2012,1231.25,10-Jan-11,No,Month-to-month,Mailed check,0,2,2,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust2095,No,293.0,05-01-2012,11122.5,22-Oct-08,Yes,One year,Credit card (automatic),0,2,2,Highschool or below,Female,4,1,2,4,7,4,4,7,4
Cust2096,No,447.25,05-01-2012,26473.0,31-Jan-07,No,Month-to-month,Electronic check,1,1,2,ProfessionalQalification,Female,4,1,3,7,7,4,7,4,4
Cust2097,No,424.25,05-01-2012,27296.0,03-Sep-06,Yes,Two year,Bank transfer (automatic),0,2,2,Highschool or below,Female,7,1,2,4,7,7,7,7,7
Cust2098,No,104.5,05-01-2012,3446.75,19-Jun-09,No,Two year,Credit card (automatic),0,2,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust2099,No,229.5,05-01-2012,998.75,07-Sep-11,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Male,4,1,2,4,4,4,4,4,4
Cust2100,No,485.0,05-01-2012,6672.25,11-Dec-10,No,Month-to-month,Electronic check,0,1,1,ProfessionalQalification,Male,7,1,3,4,4,4,7,7,4
Cust2101,Yes,399.25,05-01-2012,10076.75,16-Dec-09,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Female,4,1,3,4,7,7,4,4,4
Cust2102,Yes,377.75,05-01-2012,831.5,06-Nov-11,Yes,Month-to-month,Electronic check,0,2,2,Graduation,Female,4,1,3,7,4,4,4,4,4
Cust2103,No,470.0,05-01-2012,24357.25,29-Aug-07,Yes,One year,Electronic check,1,1,2,Masters,Female,7,1,3,4,7,4,4,7,7
Cust2104,No,98.5,05-01-2012,5259.5,31-May-07,No,Two year,Bank transfer (automatic),0,2,2,Masters,Female,5,1,4,4,5,5,5,5,5
Cust2105,Yes,525.25,05-01-2012,28124.25,28-Sep-07,Yes,Month-to-month,Electronic check,0,1,2,Masters,Female,7,1,3,7,7,4,7,7,4
Cust2106,No,122.25,05-01-2012,8653.25,07-Mar-06,No,Two year,Bank transfer (automatic),0,1,2,Masters,Male,5,1,4,7,5,5,5,5,5
Cust2107,No,219.0,05-01-2012,219.0,06-Dec-11,No,Month-to-month,Electronic check,0,2,2,Highschool or below,Female,4,1,2,4,4,4,4,4,4
Cust2108,No,97.0,05-01-2012,4839.25,26-Mar-08,No,Two year,Mailed check,0,1,1,ProfessionalQalification,Female,5,1,4,4,5,5,5,5,5
Cust2109,No,97.75,05-01-2012,1115.75,09-Feb-11,No,Two year,Credit card (automatic),0,2,2,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust2110,Yes,482.75,05-01-2012,32909.5,05-Jun-06,Yes,One year,Credit card (automatic),1,1,2,Graduation,Female,4,1,3,7,7,7,7,4,4
Cust2111,Yes,242.75,05-01-2012,2505.0,09-Feb-11,No,Month-to-month,Credit card (automatic),0,2,2,ProfessionalQalification,Female,4,1,2,4,4,7,4,4,4
Cust2112,No,98.25,05-01-2012,2184.5,14-Feb-10,No,One year,Mailed check,0,1,1,Masters,Male,5,1,4,4,5,5,5,5,5
Cust2113,No,360.5,05-01-2012,12475.75,19-Feb-09,Yes,One year,Mailed check,0,2,1,Highschool or below,Male,4,1,2,4,4,4,7,7,7
Cust2114,No,373.25,05-01-2012,4831.25,11-Dec-10,Yes,One year,Mailed check,0,2,2,Highschool or below,Female,4,1,3,4,7,4,4,4,4
Cust2115,No,350.75,05-01-2012,619.0,06-Nov-11,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Female,4,1,3,4,4,4,4,4,4
Cust2116,Yes,248.25,05-01-2012,248.25,06-Dec-11,Yes,Month-to-month,Mailed check,0,2,2,Graduation,Male,7,1,2,4,4,4,4,4,4
Cust2117,No,367.75,05-01-2012,23820.0,03-Oct-06,Yes,Month-to-month,Mailed check,0,1,2,ProfessionalQalification,Male,4,1,3,4,4,7,4,4,4
Cust2118,No,531.5,05-01-2012,27435.0,28-Sep-07,Yes,Two year,Electronic check,0,1,2,ProfessionalQalification,Male,7,1,3,4,7,7,7,7,7
Cust2119,No,498.25,05-01-2012,35906.25,07-Mar-06,Yes,One year,Credit card (automatic),1,2,2,ProfessionalQalification,Female,4,1,3,7,7,7,4,7,7
Cust2120,No,398.5,05-01-2012,23930.75,02-Nov-06,Yes,One year,Credit card (automatic),0,1,2,Highschool or below,Female,4,1,2,7,7,7,7,7,4
Cust2121,No,123.25,05-01-2012,5694.0,25-Apr-08,Yes,Two year,Bank transfer (automatic),0,1,1,Masters,Female,5,1,4,7,5,5,5,5,5
Cust2122,No,267.75,05-01-2012,267.75,06-Dec-11,Yes,Month-to-month,Mailed check,0,1,2,Highschool or below,Female,4,1,2,4,7,7,4,4,4
Cust2123,No,102.25,05-01-2012,1254.0,09-Feb-11,Yes,Month-to-month,Electronic check,0,1,1,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust2124,Yes,518.5,05-01-2012,25355.25,27-Nov-07,No,Month-to-month,Electronic check,0,1,1,ProfessionalQalification,Male,4,1,3,7,7,4,7,7,7
Cust2125,No,199.5,05-01-2012,13981.75,05-Jun-06,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Graduation,Male,7,0,2,6,4,4,7,4,4
Cust2126,No,352.0,05-01-2012,9961.0,17-Sep-09,Yes,One year,Bank transfer (automatic),0,1,1,Graduation,Female,4,1,3,4,4,4,4,4,4
Cust2127,No,549.5,05-01-2012,38121.0,05-Feb-06,Yes,Two year,Electronic check,0,2,2,Graduation,Female,7,1,3,4,7,7,7,7,7
Cust2128,No,96.5,05-01-2012,1298.25,11-Dec-10,No,One year,Credit card (automatic),0,2,2,ProfessionalQalification,Male,5,1,4,4,5,5,5,5,5
Cust2129,Yes,427.75,05-01-2012,427.75,06-Dec-11,Yes,Month-to-month,Credit card (automatic),0,2,2,Highschool or below,Female,7,1,3,4,4,4,4,7,4
Cust2130,No,367.75,05-01-2012,16745.5,25-Apr-08,No,Two year,Mailed check,0,2,2,ProfessionalQalification,Female,4,1,2,7,4,7,7,4,7
Cust2131,Yes,98.25,05-01-2012,821.5,10-May-11,No,Month-to-month,Electronic check,1,2,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust2132,No,172.0,05-01-2012,2963.75,13-Aug-10,No,Month-to-month,Mailed check,0,1,2,Graduation,Male,7,0,2,6,4,7,4,4,4
Cust2133,No,366.25,05-01-2012,20271.0,31-May-07,No,Two year,Bank transfer (automatic),1,2,2,Graduation,Female,7,1,2,7,4,7,7,4,7
Cust2134,No,520.0,05-01-2012,31817.25,01-Jan-07,No,One year,Electronic check,0,2,2,Highschool or below,Male,7,1,3,7,4,7,7,7,4
Cust2135,Yes,152.25,05-01-2012,1132.25,10-May-11,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Male,4,0,2,6,4,7,4,4,4
Cust2136,No,292.0,05-01-2012,4824.5,14-Jul-10,Yes,Month-to-month,Credit card (automatic),1,2,2,ProfessionalQalification,Male,4,1,2,7,7,7,4,4,4
Cust2137,No,330.25,05-01-2012,8262.0,16-Nov-09,Yes,Month-to-month,Electronic check,1,2,2,Graduation,Female,4,1,2,7,4,4,7,4,7
Cust2138,No,221.5,05-01-2012,446.5,06-Nov-11,Yes,Month-to-month,Electronic check,1,2,2,Highschool or below,Female,4,1,2,4,4,4,4,4,4
Cust2139,No,432.25,05-01-2012,25876.5,01-Jan-07,No,Two year,Credit card (automatic),0,2,2,Graduation,Female,7,1,2,7,4,7,7,7,7
Cust2140,No,444.75,05-01-2012,10363.75,15-Jan-10,Yes,Month-to-month,Credit card (automatic),0,2,2,Masters,Female,7,1,3,7,4,4,4,7,4
Cust2141,No,542.25,05-01-2012,24823.5,25-Apr-08,Yes,Month-to-month,Credit card (automatic),0,2,2,ProfessionalQalification,Male,7,1,3,7,4,7,7,7,7
Cust2142,Yes,394.75,05-01-2012,14198.25,21-Dec-08,Yes,Month-to-month,Credit card (automatic),0,1,2,Graduation,Female,7,1,3,7,4,4,4,4,4
Cust2143,No,190.5,05-01-2012,4852.0,16-Dec-09,Yes,One year,Credit card (automatic),0,1,2,ProfessionalQalification,Male,7,0,2,6,4,4,4,7,4
Cust2144,No,273.0,05-01-2012,17117.5,03-Oct-06,Yes,Two year,Electronic check,0,1,1,ProfessionalQalification,Female,4,0,2,6,7,4,7,7,7
Cust2145,Yes,514.0,05-01-2012,13301.0,16-Dec-09,Yes,Month-to-month,Mailed check,1,2,2,Masters,Female,4,1,3,7,7,7,7,7,4
Cust2146,No,125.25,05-01-2012,8146.0,05-Jun-06,No,Two year,Credit card (automatic),0,1,2,ProfessionalQalification,Male,5,1,4,7,5,5,5,5,5
